,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
3895,0,1,1,56,0,0,2,0,1,24.15
4221,0,0,0,1,0,0,0,0,0,19.3
3376,0,1,1,1,0,0,0,1,2,19.4
4252,0,0,0,19,0,0,0,1,2,56.1
4154,0,0,0,6,0,0,0,1,2,74.9
4581,0,0,0,58,0,0,2,0,2,20.8
2943,0,0,0,40,0,0,2,1,2,24.6
5249,0,0,1,72,1,1,2,0,0,67.2
1027,0,0,0,47,1,0,1,0,0,94.9
4260,0,1,1,42,0,1,1,0,2,73.15
4376,0,0,0,45,1,0,1,1,2,100.3
3195,0,0,0,9,0,0,0,0,2,80.55
1066,0,1,0,47,0,0,2,0,2,19.65
1679,1,0,1,7,0,0,0,1,2,45.75
2649,0,1,0,64,0,0,2,0,0,25.0
4557,0,0,0,53,0,1,1,0,0,54.9
6924,0,0,0,1,0,0,0,1,2,69.35
1237,0,0,0,13,0,0,1,0,2,19.45
950,1,0,0,2,0,0,0,0,2,44.95
4533,0,1,0,71,0,0,2,1,1,105.15
6273,1,0,0,2,0,0,0,1,2,70.65
879,0,0,0,33,0,0,0,1,1,54.65
2822,0,1,1,41,1,1,0,0,0,79.9
141,0,0,0,8,1,1,0,0,2,71.15
913,0,0,0,12,0,0,1,0,0,20.05
5866,0,0,0,3,0,0,0,1,2,19.65
4171,0,0,0,9,0,0,0,1,2,18.95
2364,0,1,0,14,0,0,0,1,2,82.65
6456,0,0,1,50,0,0,2,0,0,70.35
5475,0,0,1,54,0,0,0,1,0,55.0
4574,1,1,0,72,0,0,1,1,0,105.75
5345,0,0,0,26,0,0,0,0,2,89.8
3027,0,0,0,8,0,0,0,1,2,20.7
5995,0,1,1,72,1,1,2,0,1,111.95
5647,0,1,0,46,0,0,0,1,0,69.1
3981,1,0,0,8,0,0,0,0,2,85.2
7042,0,0,0,66,1,1,2,1,1,105.65
5170,0,0,0,1,0,0,0,0,2,19.65
1763,0,0,0,2,0,0,0,1,2,45.4
5063,0,0,0,21,0,0,0,1,2,82.35
1381,0,0,0,2,0,0,0,0,2,70.7
5001,0,0,0,19,0,1,0,1,0,55.0
4525,0,0,0,32,1,0,0,1,0,93.4
2166,1,1,0,59,1,1,1,1,2,94.05
5040,0,1,1,20,0,1,0,0,2,96.8
6092,0,1,0,72,1,1,2,1,1,94.25
1021,0,1,0,28,1,1,1,0,2,54.35
2211,0,1,0,50,1,0,1,1,2,104.4
3604,0,1,1,38,0,0,0,0,2,19.6
6720,0,1,1,70,0,1,2,1,2,84.1
1318,0,0,0,8,1,0,0,1,2,66.7
6910,0,0,1,70,1,1,2,1,2,114.6
5716,0,0,1,2,0,0,0,1,2,55.3
1099,0,1,1,5,0,1,0,1,2,55.7
1521,0,0,0,37,1,1,1,0,2,67.45
5195,0,0,0,72,1,1,2,1,1,75.1
2689,1,1,0,72,1,1,2,1,0,116.75
5718,0,0,0,6,0,0,0,1,0,80.5
6233,0,0,0,3,0,0,0,0,2,20.7
3592,0,0,0,1,0,0,0,1,2,45.65
6168,0,0,0,1,0,0,0,1,2,79.25
6930,0,1,0,3,0,0,0,1,0,75.15
1841,0,1,0,56,0,0,1,0,2,24.3
6070,0,1,1,61,0,1,2,1,1,81.0
3057,0,1,1,25,0,0,1,0,2,19.6
726,0,0,0,22,0,0,2,0,2,26.25
5625,0,0,1,22,0,0,0,1,2,20.55
1639,1,0,0,17,0,0,0,1,2,45.05
4998,1,0,0,62,0,1,1,1,1,110.75
6167,0,1,1,47,1,0,0,0,2,90.05
864,0,0,0,22,0,0,0,1,0,94.65
3419,0,1,1,69,0,1,2,1,2,92.15
1698,0,1,1,71,0,1,2,1,2,84.8
4943,0,1,0,71,1,1,2,1,0,84.4
128,0,0,0,1,0,0,0,0,2,19.75
3506,0,0,0,19,1,0,0,1,2,84.75
3431,0,1,0,24,0,0,0,1,2,101.05
6599,0,1,0,13,0,0,0,0,2,94.1
2681,0,1,0,46,1,1,2,0,0,40.4
1644,0,0,0,34,1,0,0,1,2,109.8
4032,1,1,1,68,0,0,0,1,2,84.65
3167,0,1,0,64,1,1,2,1,2,74.35
6567,0,0,0,15,1,0,0,1,2,99.7
6328,0,0,0,70,1,1,2,0,0,89.75
541,0,0,0,11,0,0,0,1,2,58.95
4528,0,0,0,44,0,0,0,1,0,88.15
3807,0,1,0,24,0,0,0,1,2,104.65
3691,0,1,0,40,0,0,1,0,1,63.9
5237,0,0,0,26,0,0,0,1,0,54.75
6983,0,0,0,23,0,1,0,0,1,83.2
2170,0,0,0,21,1,1,1,1,2,60.25
4966,0,1,1,19,0,0,0,0,0,50.1
6015,0,0,0,3,1,0,0,1,2,74.55
5403,0,1,1,54,0,1,0,1,2,86.2
168,1,1,0,58,0,0,0,1,2,45.3
6628,0,0,0,7,0,0,1,1,2,94.05
1505,1,0,0,1,0,0,0,1,2,74.7
1941,0,0,0,3,0,0,0,0,2,54.65
6677,0,0,0,13,0,0,0,0,2,29.15
2070,0,0,0,49,1,0,0,1,0,59.75
6505,0,1,1,56,1,0,2,1,1,59.8
4519,0,1,0,57,0,1,1,1,1,109.4
1722,0,0,0,51,0,0,1,1,0,56.4
3397,0,1,0,68,1,1,2,1,2,91.7
946,0,1,1,4,0,0,0,1,2,20.5
2730,0,0,0,49,0,1,1,1,1,106.65
1591,0,0,0,17,0,0,0,0,0,21.1
868,0,1,0,59,0,0,1,0,2,85.55
6195,0,0,0,4,0,0,0,1,1,72.2
6582,0,0,0,71,1,0,2,1,0,106.75
6907,0,0,0,41,0,0,0,0,1,70.25
1717,0,1,0,72,0,0,2,0,0,19.7
6897,0,0,0,62,0,1,0,1,1,80.4
5255,0,0,0,31,0,0,0,1,2,76.05
5937,1,1,0,8,0,0,0,1,2,84.0
470,1,0,0,17,0,0,1,0,2,20.65
2760,0,0,0,26,0,0,1,1,0,20.65
1386,0,0,0,64,0,1,2,0,0,86.55
5003,0,1,1,11,0,0,0,1,2,74.35
2560,0,0,0,46,1,0,0,1,2,93.7
6050,0,1,0,61,1,1,0,0,1,99.4
723,0,0,0,3,0,0,0,1,2,45.35
4530,0,1,0,67,0,0,2,0,2,19.65
2497,0,1,0,4,0,0,0,0,2,19.6
474,0,1,1,1,0,0,0,1,2,74.7
6240,0,0,1,1,0,0,0,1,2,93.3
1785,0,1,1,68,1,1,2,1,0,92.2
2301,0,1,0,8,0,1,0,1,2,90.25
4655,0,0,0,32,1,0,1,0,2,74.75
6453,1,1,0,47,0,0,0,1,2,100.05
5415,0,0,0,18,0,0,0,1,2,50.3
3858,0,0,0,47,1,1,1,1,1,86.95
5428,0,1,0,9,0,0,0,0,2,89.45
3734,1,0,0,72,0,1,2,1,1,108.1
575,0,1,0,61,1,1,2,1,2,81.05
2199,0,1,1,52,0,0,2,0,2,25.75
5082,0,1,1,21,0,0,1,0,2,19.8
328,1,1,1,28,0,0,0,1,2,35.9
2339,1,0,0,21,0,0,0,1,2,94.25
1088,1,1,0,17,0,0,0,1,0,100.45
1502,0,1,0,49,1,0,1,1,2,55.35
1622,0,1,0,46,1,1,1,0,2,70.6
1942,0,0,0,46,0,0,2,0,0,19.2
3933,0,0,0,9,0,0,0,0,0,19.7
3512,1,0,0,51,0,0,1,0,1,25.0
191,0,1,0,6,0,0,0,1,2,91.0
3696,0,1,0,6,0,1,0,1,2,49.15
325,0,1,0,52,0,1,0,1,0,102.7
4415,0,1,0,66,1,0,2,1,0,66.1
5378,0,1,1,58,1,1,2,0,2,75.8
2663,0,1,0,59,1,0,1,1,0,109.15
2465,0,0,0,1,0,0,0,1,1,35.25
3326,1,0,0,38,0,1,1,1,0,70.15
2485,0,0,0,14,0,0,0,1,2,80.45
6533,1,1,0,28,0,1,0,1,2,105.8
1625,0,1,0,9,0,0,0,1,1,75.75
3196,0,0,0,3,0,0,1,0,2,20.25
2594,0,1,0,65,0,1,2,1,1,107.65
2261,0,1,0,49,0,0,0,1,0,52.15
2139,0,0,0,7,0,0,0,1,2,66.85
1343,0,1,1,64,1,0,1,1,0,73.05
4404,0,0,0,24,0,0,0,1,2,89.55
5744,1,1,0,40,0,0,1,0,2,55.8
843,0,0,0,13,1,0,0,1,1,30.85
2982,0,1,1,52,0,0,1,1,0,20.85
5062,0,1,0,39,1,0,0,0,2,55.9
4843,0,1,1,69,0,0,2,0,1,20.2
3573,0,1,1,28,0,0,0,1,1,19.55
3829,1,1,0,43,0,0,0,1,2,101.0
6871,0,1,0,52,0,0,0,0,1,94.6
3674,0,0,0,1,0,0,0,0,2,45.8
498,1,0,0,5,0,0,0,0,2,28.45
3497,1,1,0,2,0,0,0,1,2,69.3
4020,1,1,0,72,1,1,2,1,0,64.95
6908,0,0,1,9,0,0,0,0,2,55.35
6817,0,1,0,72,0,0,2,0,0,25.85
299,0,0,1,1,1,0,0,1,2,73.6
1943,0,0,0,1,0,0,0,1,0,49.8
6716,0,1,0,3,0,0,0,1,0,74.1
4213,0,0,0,6,0,1,0,1,1,50.8
2568,0,1,1,15,0,0,2,0,2,19.35
2328,1,1,0,35,0,0,0,0,1,102.05
5184,0,1,0,68,1,0,2,1,1,84.7
4193,0,0,0,10,0,0,0,0,0,19.75
6351,0,1,1,50,0,1,0,0,2,103.7
233,0,0,0,72,0,0,2,0,0,20.25
362,0,1,0,58,0,0,1,0,0,50.3
6487,0,1,0,61,0,1,2,1,1,94.35
5826,0,1,0,1,0,0,0,1,1,79.35
3389,0,0,0,1,0,0,0,1,2,70.6
2461,0,0,0,70,0,0,1,0,1,19.7
1347,0,0,0,19,0,0,2,1,2,19.95
4694,0,1,1,13,0,0,0,1,2,19.85
2145,0,0,0,11,0,0,0,0,2,72.9
5018,0,1,1,72,0,0,2,0,0,19.7
962,1,1,0,8,1,0,0,0,1,60.9
4778,0,0,1,62,0,0,2,1,2,24.4
4742,0,0,0,72,0,0,2,1,2,20.8
849,0,1,1,72,1,1,2,0,0,89.8
3703,0,0,1,9,0,0,1,0,2,20.1
5581,0,1,1,68,1,1,2,1,2,113.15
1484,1,1,0,71,0,0,2,1,2,99.2
5254,0,1,1,70,1,1,2,0,0,114.75
1257,1,0,0,45,0,0,1,0,2,34.2
395,0,0,0,66,1,1,2,1,0,90.05
4621,0,0,0,6,1,0,0,1,2,49.45
4411,0,1,0,57,1,1,0,1,1,49.9
4734,0,1,1,39,1,1,1,0,0,80.0
5087,0,1,0,2,0,0,0,0,2,20.35
5160,0,0,0,1,0,0,0,0,2,74.35
3180,0,0,0,3,0,0,0,0,2,20.0
3188,0,0,0,8,1,0,0,1,2,49.85
3837,0,0,0,4,0,1,1,1,2,105.65
4878,0,1,0,31,0,0,0,1,0,59.05
1457,0,1,0,42,0,1,1,1,2,108.3
441,1,0,0,49,1,0,0,0,0,101.55
1649,0,0,0,27,0,1,0,1,2,56.15
2147,0,0,0,18,0,0,0,0,2,19.0
4847,1,0,0,37,0,0,0,1,2,76.25
4804,0,0,0,61,1,1,1,1,2,118.6
5173,0,1,1,4,0,0,0,0,2,44.8
5225,0,1,1,72,0,0,1,1,0,104.45
443,0,0,1,18,1,0,0,0,2,64.8
662,0,0,0,1,0,0,0,0,2,20.05
2732,0,0,1,4,0,0,0,0,0,20.4
1108,0,0,0,69,0,0,2,0,0,24.6
2351,0,0,0,49,1,1,2,0,1,67.4
2711,0,1,1,28,0,0,1,1,1,90.1
3733,0,0,1,25,1,1,2,0,1,35.05
4012,0,0,0,1,0,0,0,0,2,50.55
1556,0,0,0,1,0,1,0,0,2,91.7
6531,0,0,0,25,0,1,0,1,1,65.8
4084,0,0,0,1,0,0,0,0,2,78.05
768,0,0,0,41,0,1,0,1,2,74.25
4462,0,0,0,16,0,0,0,1,2,88.45
2027,0,1,0,24,0,0,1,0,2,20.15
3554,0,0,1,7,0,0,0,1,2,71.05
3118,0,0,0,44,0,0,1,0,0,19.5
6694,0,1,1,8,1,1,2,1,0,76.15
6418,0,1,0,31,0,1,1,1,2,79.3
4678,0,0,1,2,0,0,0,1,1,94.2
4886,0,0,0,7,0,0,1,0,2,19.9
5520,0,0,0,55,1,0,1,1,0,84.25
3878,0,1,1,71,1,1,2,1,1,116.05
1362,0,0,0,4,0,0,0,1,2,70.2
6536,0,0,0,1,0,0,0,0,2,24.4
1631,1,1,0,17,1,0,0,1,1,85.35
654,1,0,0,8,0,0,0,0,2,19.65
1360,1,0,0,13,0,0,0,1,2,95.05
5045,0,0,0,35,0,1,0,0,0,80.05
5790,0,1,1,40,0,0,0,1,2,50.85
4599,0,1,1,52,0,0,1,1,1,50.95
3839,0,1,1,15,0,0,0,0,2,20.05
6503,0,1,1,70,0,1,1,0,2,60.35
918,0,0,0,26,0,0,0,1,2,80.7
5088,0,1,1,57,0,0,2,0,1,19.75
3675,0,0,0,1,0,0,0,0,2,20.5
4219,0,0,0,48,0,0,1,0,2,75.15
6512,0,0,0,11,0,1,0,1,2,60.9
3304,1,1,0,69,0,1,2,1,2,109.95
5459,0,1,1,10,0,0,0,1,2,88.85
3255,1,1,1,66,1,1,1,1,0,110.6
4502,0,0,0,55,0,0,0,1,2,96.8
2750,0,0,0,3,0,0,1,1,2,19.45
2050,0,1,0,71,1,1,2,1,1,47.6
1474,0,1,1,45,0,0,0,1,1,95.95
3359,0,0,0,21,0,0,0,1,2,19.95
2554,0,0,0,18,0,0,0,1,2,50.0
835,1,1,1,60,1,0,0,1,2,93.25
2588,0,0,0,8,0,1,0,0,2,49.4
1200,0,0,0,37,0,1,1,1,0,104.5
1851,0,1,0,2,0,0,0,1,2,35.1
1461,0,1,0,22,1,1,0,0,0,95.9
2141,0,1,1,16,0,0,0,0,2,20.15
776,0,1,1,3,0,0,0,0,2,40.3
4027,0,1,0,20,0,0,0,1,2,24.45
2265,0,0,0,12,0,1,0,1,2,112.95
4245,0,1,1,63,0,0,2,0,2,19.7
4354,0,0,0,59,0,0,2,1,1,20.2
6966,0,0,1,50,1,0,1,1,1,43.05
6156,1,0,0,26,1,0,0,1,0,85.8
3258,0,0,0,1,0,0,0,1,2,24.4
4274,0,0,0,45,0,0,1,0,1,18.85
2632,0,0,0,55,0,0,2,1,2,64.75
4099,0,0,0,6,1,0,0,0,1,29.45
3381,0,0,0,41,1,1,1,1,1,79.85
6353,0,1,0,10,1,1,0,1,0,54.95
4098,0,0,0,1,0,0,0,1,2,20.2
4749,0,0,0,5,0,1,0,1,2,49.2
836,0,1,1,62,1,1,1,0,0,71.4
2438,0,0,0,8,1,1,0,1,1,103.35
6022,0,0,0,20,0,0,0,1,0,18.9
1604,0,1,1,69,0,0,1,0,0,95.75
6094,0,0,0,57,0,0,2,0,0,20.55
2411,0,0,1,60,1,1,2,1,2,84.95
5731,0,0,0,10,0,0,0,1,2,19.9
6118,0,0,0,72,1,1,2,1,2,118.2
933,1,0,0,4,0,0,0,1,2,84.6
6984,0,0,1,31,0,0,0,0,0,25.0
669,0,1,0,70,0,1,2,0,1,57.8
6616,0,0,0,43,0,0,0,1,2,101.4
944,0,1,1,54,1,0,0,1,1,104.1
5307,0,1,1,1,0,0,0,1,2,90.1
3544,0,1,0,31,0,0,0,0,2,93.8
2645,0,0,0,1,0,0,0,0,0,19.8
4251,0,1,1,24,1,1,2,1,2,52.5
3588,0,1,0,9,0,0,0,1,0,69.05
6279,0,1,1,21,0,0,0,1,2,44.95
6299,0,0,0,52,0,1,2,1,1,80.95
5956,0,0,0,31,0,0,0,1,2,89.9
6440,0,0,0,32,0,0,0,1,2,101.35
5677,0,1,0,40,0,0,1,0,2,80.8
2575,0,0,0,35,0,0,0,0,1,19.25
1732,1,1,1,61,0,0,1,0,2,99.0
5027,1,1,0,10,0,0,0,0,2,85.55
4964,0,0,0,26,0,0,0,1,1,74.95
2076,0,0,0,14,0,1,1,0,0,59.1
320,1,0,0,54,1,1,1,0,1,82.45
4073,0,1,1,14,1,0,0,1,2,65.45
1828,0,0,0,42,0,0,1,0,2,25.05
5521,0,0,0,59,0,1,0,1,2,64.65
5811,0,1,0,61,0,0,2,0,1,80.9
5682,0,1,0,1,0,0,0,0,2,35.0
5525,0,1,1,54,0,0,1,1,1,24.75
3294,0,1,1,1,0,0,0,1,2,69.1
2260,0,0,0,3,0,1,0,0,0,80.1
5181,0,1,1,72,1,1,2,1,0,90.8
1282,0,0,0,1,0,0,0,1,2,62.8
3247,0,0,0,72,0,1,2,1,1,111.6
2818,0,1,1,29,1,0,0,0,0,94.65
1516,0,1,0,17,0,0,0,0,2,92.6
4838,0,1,0,67,0,1,1,1,0,109.7
1598,0,1,0,27,0,0,2,0,1,19.55
1987,0,1,1,25,0,0,0,1,1,89.15
1506,0,1,0,68,1,0,2,1,1,54.1
1683,0,1,1,23,0,0,2,0,0,19.6
2423,0,0,0,18,0,0,1,0,2,20.1
3712,0,0,0,44,1,1,1,0,2,65.4
1898,1,0,0,5,0,0,0,0,2,78.95
4466,0,0,0,4,0,0,0,1,2,79.9
4505,0,1,0,72,0,0,2,1,2,26.0
4630,0,0,0,22,1,0,0,0,2,65.05
1739,0,0,0,1,0,0,0,1,2,69.9
2080,1,1,0,72,1,0,2,1,0,84.1
681,0,1,1,61,0,1,2,1,1,73.8
2949,0,0,0,56,1,1,1,1,0,60.25
4849,0,0,0,41,0,0,1,1,2,51.35
3136,0,0,0,17,0,0,0,1,2,70.0
6946,0,0,1,48,0,0,0,0,0,45.55
1107,0,1,0,69,0,0,2,0,1,24.25
5165,1,0,0,1,0,0,0,1,2,69.65
3452,0,0,0,1,0,0,0,1,2,44.95
655,0,0,0,10,0,1,0,1,0,95.1
2379,1,1,0,32,0,0,0,0,1,106.35
4065,0,0,0,1,0,0,0,0,2,19.75
4383,0,1,0,63,1,1,1,0,0,80.0
5957,1,1,0,18,0,0,0,0,2,78.55
6745,0,0,0,54,0,1,0,1,2,100.1
3160,0,1,1,69,1,1,2,0,1,46.25
1422,0,1,1,70,1,1,2,1,0,113.05
5513,1,0,0,67,1,1,2,1,1,92.45
5109,0,1,1,66,1,1,2,0,2,65.85
955,0,1,0,1,0,0,0,0,0,44.7
1564,1,0,0,10,0,0,0,1,2,95.35
1756,1,0,0,44,0,1,1,0,1,74.85
2406,0,0,0,5,0,0,0,1,2,96.25
4309,0,0,0,22,0,0,0,1,2,50.6
6082,0,1,0,59,0,0,0,0,2,101.1
1652,0,1,0,17,1,0,0,0,2,34.4
5472,0,1,1,24,1,1,0,0,1,81.0
2880,0,0,0,12,0,0,0,1,1,79.95
925,0,1,1,32,1,1,0,0,1,76.3
6649,0,1,1,6,0,0,0,0,0,19.85
2395,1,1,0,31,0,0,1,1,2,90.7
6793,0,1,1,72,1,0,2,1,0,108.4
4664,0,0,0,2,0,0,0,0,0,74.9
4811,0,0,0,4,0,0,0,1,2,46.0
2961,0,0,0,12,0,1,0,1,2,53.75
2232,0,1,1,36,0,0,2,0,0,19.45
3568,0,0,0,21,0,1,0,1,1,99.15
1664,0,0,0,46,0,0,0,0,1,96.05
5129,0,0,0,13,0,0,0,1,2,81.9
415,0,1,1,16,0,0,0,0,1,73.25
1344,0,1,0,28,0,0,0,0,2,20.5
3245,0,1,1,23,0,1,0,0,2,83.8
339,0,1,0,63,0,0,0,1,2,103.4
6035,1,1,0,66,0,1,1,1,2,110.85
5535,0,1,1,55,1,1,2,1,1,85.1
5929,1,1,0,62,1,0,0,1,2,89.1
2482,0,1,0,2,0,0,0,1,2,45.0
2298,0,1,1,69,0,0,2,1,0,79.2
847,0,1,1,12,1,1,1,0,0,33.15
1798,0,0,0,35,0,0,1,0,1,26.2
3156,0,0,0,25,0,0,0,0,2,19.05
6800,0,1,0,14,1,1,1,0,2,105.95
5429,0,1,1,72,1,1,2,1,1,79.5
615,0,0,0,15,0,0,0,0,2,48.85
3355,0,1,0,68,0,1,2,0,0,90.2
656,0,1,1,68,1,1,2,1,0,88.85
3915,0,1,0,59,1,0,1,1,0,81.25
6091,1,1,0,2,0,0,0,1,2,86.85
6005,1,0,0,60,1,0,1,1,2,71.75
2743,0,1,0,67,1,1,2,1,2,111.05
3611,0,0,0,41,0,1,2,1,0,99.65
5597,1,0,0,22,0,1,0,1,1,90.5
6923,0,1,0,53,1,0,1,0,1,74.1
4287,1,1,0,66,0,1,1,1,0,105.95
1973,0,1,1,72,1,1,2,1,2,80.8
7028,0,1,0,68,0,1,2,0,1,64.1
3008,0,0,0,11,0,0,1,0,2,20.0
3728,0,0,0,67,1,1,1,1,1,88.8
5606,0,0,1,15,0,1,1,0,0,55.2
2044,0,0,0,7,0,0,1,0,2,19.5
3907,0,0,0,19,0,1,0,0,2,89.95
2788,0,0,1,71,1,0,1,1,0,85.45
1101,0,1,1,20,0,0,0,0,2,20.0
3231,0,0,0,15,1,1,0,0,2,84.45
2043,1,0,0,16,0,0,0,0,2,69.65
590,0,1,0,72,1,1,2,1,0,111.9
6991,0,0,0,8,0,0,0,0,1,95.65
4241,0,1,1,22,1,0,0,0,2,61.15
2332,0,1,0,47,1,0,1,1,0,66.05
6540,0,0,0,34,1,0,1,0,2,64.35
1493,0,0,0,11,1,0,0,1,1,79.5
3853,0,0,0,46,0,0,0,0,1,72.8
5146,0,0,1,11,0,0,0,0,2,86.2
2048,1,0,0,21,0,0,0,1,1,96.8
45,0,0,0,49,0,0,0,1,2,84.5
1565,0,0,0,55,0,0,0,1,2,81.55
4517,1,1,0,11,0,0,0,1,2,99.55
2902,1,0,0,6,1,0,0,1,2,74.1
4580,0,1,0,71,0,0,2,0,0,19.1
3086,0,0,0,17,0,1,0,1,1,95.65
47,0,0,0,2,0,0,0,1,2,80.65
6689,0,1,1,67,0,1,1,1,0,112.35
3313,0,0,0,1,0,0,0,0,2,19.2
1572,1,0,0,3,0,0,0,0,2,45.0
6392,0,1,1,60,0,0,0,1,2,49.75
3660,0,0,0,7,0,1,1,1,0,35.5
1774,0,1,1,1,1,0,0,1,2,48.75
1856,1,0,0,38,1,0,0,1,0,57.15
3434,0,0,0,11,1,1,1,1,2,54.6
5518,0,1,1,30,1,0,0,1,2,94.4
3583,0,1,1,40,0,1,1,0,2,60.3
400,0,0,0,32,0,0,1,0,1,19.75
5954,0,0,0,20,1,1,0,1,0,55.0
4367,1,1,0,36,0,1,1,0,0,54.1
1996,0,1,1,67,1,1,2,0,2,67.85
140,1,1,1,72,1,1,2,1,0,88.05
905,1,0,0,9,0,0,0,1,2,100.5
4801,0,1,1,72,1,1,2,0,1,80.85
566,0,1,1,15,1,1,1,0,2,101.9
4945,0,1,1,20,0,0,2,0,2,20.05
4908,1,0,0,28,0,0,0,1,2,106.15
4731,0,1,1,19,0,0,1,0,2,19.9
611,0,1,1,9,1,1,0,0,2,65.0
778,0,1,0,59,1,1,1,1,0,107.0
6713,1,0,0,68,0,0,0,1,2,95.9
1466,0,1,1,12,1,0,0,1,2,49.2
5715,0,0,0,32,1,1,0,1,0,108.15
4626,1,0,0,63,0,0,0,1,1,89.6
5201,0,0,0,9,0,0,1,1,2,19.9
117,0,1,1,10,1,0,0,1,2,100.25
1264,0,1,1,69,0,1,2,1,0,95.2
581,0,0,0,1,1,0,0,0,2,75.3
1588,1,0,0,50,0,1,1,1,2,106.8
2698,0,0,0,2,0,0,0,0,2,19.85
3987,0,0,0,11,0,0,0,1,2,76.5
3706,0,0,0,26,0,1,0,1,2,84.3
6548,0,1,1,31,0,1,0,0,2,54.35
3896,0,1,1,38,0,0,1,0,2,20.3
3208,0,1,0,48,0,0,1,1,0,70.55
5514,0,0,0,1,1,0,0,1,1,48.45
4101,0,0,0,6,1,0,0,1,1,59.15
4427,0,0,0,49,0,1,2,0,0,100.65
2280,1,0,0,8,0,1,0,1,0,100.15
524,0,1,0,34,0,0,0,1,2,100.05
1781,1,1,0,60,0,0,1,1,2,104.35
4299,1,0,0,29,1,0,0,1,1,58.55
421,0,0,0,7,0,0,0,1,1,69.85
317,0,1,1,38,1,1,1,0,0,80.3
1704,0,0,1,1,0,0,0,1,2,99.75
1642,0,1,0,29,0,0,0,0,2,19.85
2408,0,1,1,45,0,0,2,0,2,20.85
424,0,0,0,10,1,0,0,0,1,40.7
6840,0,0,1,1,0,0,0,1,2,19.3
2160,0,1,1,72,1,1,2,1,1,83.7
941,0,0,1,13,0,0,0,0,2,30.15
733,0,1,1,72,1,0,2,0,1,79.05
4905,0,1,1,58,0,0,2,1,2,19.85
5009,0,1,0,66,1,1,1,0,1,115.8
6493,0,1,0,17,0,1,1,0,2,54.6
6815,0,1,1,72,1,1,2,0,1,69.85
329,1,0,0,17,0,0,0,1,0,82.65
6610,0,0,0,5,0,0,0,1,2,80.1
1011,0,1,1,71,1,1,2,0,2,58.65
2908,0,1,0,18,1,0,0,1,2,99.4
6008,0,1,1,15,0,0,1,1,2,19.5
6645,0,0,0,2,0,0,0,0,2,20.1
6444,0,0,1,31,0,1,1,1,2,79.45
1109,0,1,0,40,0,0,0,1,2,50.15
6696,0,0,0,5,0,0,0,0,2,96.55
4900,1,1,0,37,0,0,0,1,2,85.7
5756,0,0,0,53,0,0,2,0,0,19.85
68,0,1,1,50,0,0,2,0,1,20.15
4590,1,0,0,57,1,1,2,0,0,101.3
664,0,1,1,57,0,0,2,0,1,19.5
565,0,1,1,71,1,1,2,1,0,70.85
4512,1,0,0,70,0,1,2,1,1,75.5
1696,0,0,0,3,0,0,0,1,2,85.3
4879,1,0,0,46,0,1,1,1,0,69.1
1501,0,0,0,13,0,0,2,0,2,19.95
6298,0,1,1,46,0,0,0,1,1,80.0
6948,0,0,0,47,1,1,1,1,2,103.7
6933,0,0,0,1,0,0,0,1,2,69.6
3279,0,1,1,23,1,1,1,0,0,57.2
764,0,1,1,65,0,0,2,0,2,19.9
5784,0,1,0,18,1,0,0,0,2,74.8
1442,0,1,1,52,1,0,1,0,2,100.3
7030,0,0,0,2,0,0,0,1,2,20.05
4078,0,1,1,22,1,1,1,1,1,67.5
4492,0,1,1,54,0,0,2,1,1,24.05
3152,0,0,0,26,1,1,1,1,1,95.85
6658,1,0,0,27,0,0,0,1,2,81.45
6229,0,1,0,72,0,1,2,1,0,85.45
5329,0,1,0,25,0,0,0,1,1,34.0
1332,0,0,0,69,0,0,2,0,1,23.95
5616,0,1,1,38,1,0,0,0,2,54.5
1548,0,1,1,25,0,1,0,0,2,85.9
4188,1,0,0,28,0,1,0,1,2,103.3
5485,0,0,0,1,1,0,0,1,2,50.75
2773,0,1,0,24,0,0,0,0,2,29.1
6597,0,0,0,7,0,1,0,1,0,70.75
6460,0,0,0,44,0,1,0,0,2,100.55
6875,0,1,0,64,0,0,2,0,0,19.45
4352,0,1,1,64,1,0,0,1,2,91.8
2467,0,1,1,49,0,1,1,1,2,97.95
3662,0,0,0,9,0,0,0,0,2,45.15
4091,0,0,0,20,0,1,0,1,0,68.9
4100,0,1,0,50,0,0,2,0,2,19.8
5325,0,1,1,5,0,0,1,0,2,20.55
4499,0,0,1,12,1,0,0,1,2,78.3
1867,0,0,0,3,0,0,0,0,2,83.75
667,0,0,0,49,0,0,0,1,1,30.2
6885,0,0,1,12,0,0,0,1,0,73.75
3079,0,0,0,4,0,0,0,1,1,68.65
6591,0,0,0,2,0,0,0,1,0,69.8
121,0,0,0,6,0,0,0,0,2,20.7
6600,0,1,1,3,1,0,0,0,0,29.7
2925,0,1,1,50,0,1,1,0,2,103.05
1364,0,1,1,51,1,1,2,0,0,85.5
711,0,1,0,20,0,1,0,1,2,81.0
2427,0,0,0,1,0,0,0,0,2,35.9
4450,0,0,0,15,0,1,0,1,0,58.6
2163,1,1,0,29,0,0,0,1,2,98.5
1414,0,0,0,35,0,1,0,0,2,95.5
965,1,0,0,8,1,1,0,0,0,100.3
2521,1,1,0,36,0,0,0,1,0,85.25
6526,0,0,1,49,0,1,1,1,1,100.6
3034,0,0,0,1,0,0,0,0,2,84.5
